 ,Area,Mean,Min,Max,X,Y
1,0,107,107,107,1521.000,234.000
2,0,71,71,71,1525.833,252.833
3,0,194,194,194,1540.500,252.833
4,0,141,141,141,1512.500,316.833
5,0,82,82,82,1500.500,356.833
6,0,153,153,153,1483.167,415.500
7,0,100,100,100,1491.167,423.500
8,0,83,83,83,1533.833,344.833
9,0,78,78,78,1592.500,363.500
10,0,136,136,136,1701.833,491.500
11,0,112,112,112,870.500,1151.500
