 ,Area,Mean,Min,Max,X,Y
1,0,123,123,123,1495.000,1589.000
2,0,155,155,155,1422.500,1589.500
3,0,63,63,63,1380.500,1590.500
4,0,69,69,69,1364.500,1516.500
5,0,68,68,68,1330.500,1489.500
6,0,92,92,92,1318.500,1489.500
7,0,96,96,96,1287.500,1508.500
8,0,88,88,88,1255.500,1500.500
9,0,67,67,67,1231.500,1497.500
10,0,81,81,81,1223.500,1530.500
11,0,65,65,65,1243.500,1530.500
12,0,147,147,147,1211.500,1472.500
13,0,75,75,75,1195.500,1447.500
14,0,63,63,63,1133.500,1482.500
15,0,81,81,81,1131.500,1442.500
16,0,64,64,64,1109.500,1446.500
17,0,67,67,67,1114.500,1408.500
18,0,60,60,60,1090.500,1401.500
19,0,74,74,74,1132.500,1380.500
20,0,68,68,68,1134.500,1328.500
21,0,61,61,61,1138.500,1412.500
22,0,115,115,115,1157.500,1398.500
23,0,77,77,77,1156.500,1415.500
24,0,62,62,62,1178.500,1422.500
25,0,67,67,67,1274.500,1439.500
26,0,87,87,87,1343.500,1410.500
27,0,62,62,62,1372.500,1432.500
28,0,87,87,87,1396.500,1405.500
29,0,84,84,84,1402.500,1390.500
30,0,69,69,69,1236.500,1283.500
31,0,113,113,113,993.500,1264.500
32,0,115,115,115,1025.500,1362.500
33,0,78,78,78,992.500,1367.500
34,0,81,81,81,996.500,1355.500
35,0,125,125,125,942.500,1353.500
36,0,83,83,83,954.500,1345.500
37,0,140,140,140,927.500,1301.500
38,0,70,70,70,932.500,1291.500
39,0,98,98,98,907.500,1279.500
40,0,68,68,68,920.500,1269.500
41,0,116,116,116,990.500,1186.500
42,0,124,124,124,923.500,1135.500
43,0,91,91,91,1069.500,1140.500
44,0,71,71,71,1086.500,1042.500
45,0,192,192,192,1084.500,1051.500
46,0,87,87,87,1103.500,1058.500
47,0,152,152,152,1319.500,708.500
48,0,124,124,124,1456.500,660.500
49,0,91,91,91,1463.500,574.500
50,0,96,96,96,1515.500,470.500
51,0,130,130,130,1260.500,817.500
52,0,102,102,102,1392.500,952.500
53,0,107,107,107,1423.500,891.500
54,0,81,81,81,1579.500,1489.500
55,0,79,79,79,1655.500,1481.500
56,0,79,79,79,1662.500,1587.500
57,0,67,67,67,1573.500,1577.500
58,0,104,104,104,1531.500,1654.500
59,0,96,96,96,1776.500,1638.500
60,0,127,127,127,1790.500,1628.500
61,0,94,94,94,1799.500,1627.500
62,0,84,84,84,1808.500,1643.500
63,0,64,64,64,1822.500,1625.500
64,0,73,73,73,1786.500,1596.500
65,0,71,71,71,1806.500,1583.500
66,0,79,79,79,1839.500,1578.500
67,0,113,113,113,1806.500,1550.500
68,0,103,103,103,1778.500,1544.500
69,0,85,85,85,1780.500,1516.500
70,0,98,98,98,1800.500,1409.500
71,0,179,179,179,1862.500,1466.500
72,0,90,90,90,1876.500,1504.500
73,0,71,71,71,1947.500,1594.500
74,0,90,90,90,844.500,1167.500
75,0,74,74,74,748.500,1143.500
76,0,57,57,57,698.500,1122.500
77,0,60,60,60,695.500,1163.500
78,0,54,54,54,712.500,1180.500
79,0,74,74,74,726.500,1189.500
80,0,57,57,57,720.500,1220.500
81,0,68,68,68,735.500,1220.500
82,0,51,51,51,735.500,1239.500
83,0,64,64,64,741.500,1252.500
84,0,62,62,62,738.500,1266.500
85,0,75,75,75,763.500,1211.500
86,0,47,47,47,772.500,1263.500
87,0,50,50,50,800.500,1261.500
88,0,80,80,80,813.500,1248.500
89,0,69,69,69,808.500,1280.500
90,0,77,77,77,808.500,1284.500
91,0,66,66,66,768.500,1288.500
92,0,56,56,56,768.500,1302.500
93,0,51,51,51,775.500,1302.500
94,0,58,58,58,785.500,1300.500
95,0,67,67,67,793.500,1325.500
96,0,58,58,58,787.500,1340.500
97,0,51,51,51,810.500,1329.500
98,0,50,50,50,811.500,1345.500
99,0,57,57,57,823.500,1344.500
100,0,74,74,74,812.500,1363.500
101,0,53,53,53,796.500,1355.500
102,0,56,56,56,840.500,1361.500
103,0,74,74,74,847.500,1341.500
104,0,62,62,62,865.500,1345.500
105,0,63,63,63,854.500,1328.500
106,0,65,65,65,853.500,1317.500
107,0,66,66,66,853.500,1307.500
108,0,77,77,77,861.500,1311.500
109,0,54,54,54,865.500,1303.500
110,0,85,85,85,879.500,1318.500
111,0,84,84,84,872.500,1323.167
112,0,73,73,73,866.500,1330.167
113,0,120,120,120,658.500,970.500
114,0,208,208,208,698.500,1041.500
115,0,52,52,52,297.500,785.500
116,0,54,54,54,239.500,537.500
117,0,60,60,60,241.500,509.500
118,0,126,126,126,1559.500,355.500
