 ,Area,Mean,Min,Max,X,Y
1,0,81,81,81,3392.000,4480.000
2,0,139,139,139,4903.500,1183.500
3,0,73,73,73,4759.500,695.500
4,0,98,98,98,4103.500,487.500
5,0,135,135,135,1943.500,399.500
6,0,57,57,57,2455.500,1271.500
7,0,35,35,35,1991.500,1503.500
8,0,39,39,39,2263.500,1767.500
