 ,Area,Mean,Min,Max,X,Y
1,0,243,243,243,6097.000,3154.000
2,0,185,185,185,6198.500,3165.500
3,0,236,236,236,6045.500,3018.500
4,0,164,164,164,6048.500,2814.500
5,0,215,215,215,6063.500,2811.500
6,0,228,228,228,5937.500,2967.500
7,0,212,212,212,5847.500,2883.500
8,0,134,134,134,5622.500,2649.500
9,0,203,203,203,5502.500,2370.500
10,0,134,134,134,5571.500,2148.500
11,0,183,183,183,5310.500,2052.500
12,0,243,243,243,4803.500,1650.500
13,0,190,190,190,4824.500,1647.500
14,0,196,196,196,4104.500,2234.500
15,0,139,139,139,3921.500,2383.500
16,0,144,144,144,3466.500,2546.500
17,0,72,72,72,3486.500,2252.500
18,0,72,72,72,3502.500,2232.500
19,0,90,90,90,3654.500,2242.500
20,0,188,188,188,3726.500,2266.500
21,0,233,233,233,3836.500,2342.500
22,0,210,210,210,3850.500,2174.500
23,0,120,120,120,3890.500,2194.500
24,0,226,226,226,3772.500,1958.500
25,0,172,172,172,3722.500,1914.500
26,0,200,200,200,4124.500,1864.500
27,0,234,234,234,4136.500,1868.500
28,0,149,149,149,4240.500,1712.500
29,0,239,239,239,4202.500,1594.500
30,0,151,151,151,4024.500,1662.500
31,0,227,227,227,3986.500,1648.500
32,0,237,237,237,3960.500,1718.500
33,0,248,248,248,3830.500,1676.500
34,0,137,137,137,3668.500,1564.500
35,0,194,194,194,3590.500,1594.500
36,0,247,247,247,3480.500,1646.500
37,0,153,153,153,3452.500,2795.500
38,0,243,243,243,3530.500,2875.500
39,0,89,89,89,3572.500,2903.500
40,0,152,152,152,3280.500,2861.500
41,0,169,169,169,3132.500,3350.500
42,0,192,192,192,3494.500,3154.500
43,0,98,98,98,3932.500,3062.500
44,0,87,87,87,3932.500,3096.500
45,0,184,184,184,3768.500,3228.500
46,0,230,230,230,3900.500,3226.500
47,0,161,161,161,3970.500,3282.500
48,0,138,138,138,4040.500,3316.500
49,0,200,200,200,2994.500,3516.500
50,0,213,213,213,3018.500,3502.500
51,0,189,189,189,3106.500,3636.500
52,0,111,111,111,3200.500,3590.500
53,0,187,187,187,3222.500,3578.500
54,0,127,127,127,3092.500,3686.500
55,0,169,169,169,3062.500,3688.500
56,0,187,187,187,2814.500,4492.500
57,0,245,245,245,2986.500,1638.500
58,0,134,134,134,3010.500,1678.500
59,0,195,195,195,2984.500,1678.500
60,0,127,127,127,3760.500,1278.500
61,0,217,217,217,3920.500,1378.500
62,0,128,128,128,3970.500,1384.500
63,0,117,117,117,4000.500,1160.500
64,0,136,136,136,4040.500,1222.500
65,0,114,114,114,4064.500,1232.500
66,0,245,245,245,4096.500,1270.500
67,0,227,227,227,4320.500,1434.500
68,0,193,193,193,4750.500,1026.500
69,0,124,124,124,4680.500,924.500
70,0,149,149,149,4638.500,1046.500
71,0,247,247,247,4490.500,1268.500
72,0,246,246,246,4244.500,1224.500
73,0,244,244,244,4344.500,1188.500
74,0,112,112,112,4322.500,1080.500
75,0,188,188,188,4272.500,1110.500
76,0,142,142,142,4190.500,1082.500
77,0,133,133,133,4050.500,1074.500
78,0,248,248,248,4074.500,1086.500
79,0,193,193,193,4022.500,1028.500
80,0,183,183,183,4146.500,898.500
81,0,138,138,138,3988.500,922.500
82,0,190,190,190,3976.500,790.500
83,0,185,185,185,4004.500,806.500
84,0,235,235,235,3748.500,654.500
85,0,236,236,236,3618.500,1042.500
86,0,244,244,244,3686.500,1124.500
87,0,116,116,116,3570.500,1046.500
88,0,150,150,150,4880.500,436.500
89,0,169,169,169,4540.500,362.500
90,0,161,161,161,4290.500,314.500
91,0,252,252,252,4276.500,244.500
92,0,163,163,163,3944.500,344.500
93,0,146,146,146,3898.500,288.500
94,0,120,120,120,3800.500,346.500
95,0,207,207,207,3318.500,272.500
96,0,127,127,127,3050.500,464.500
97,0,165,165,165,2894.500,3433.500
98,0,141,141,141,2758.500,3397.500
99,0,208,208,208,2712.500,3393.500
100,0,242,242,242,2518.500,3497.500
101,0,203,203,203,2262.500,3557.500
102,0,237,237,237,2176.500,3661.500
103,0,99,99,99,2094.500,3671.500
104,0,135,135,135,2056.500,3681.500
105,0,88,88,88,1968.500,3679.500
106,0,236,236,236,1752.500,3401.500
107,0,106,106,106,1778.500,3401.500
108,0,239,239,239,1764.500,3831.500
109,0,175,175,175,2212.500,3779.500
110,0,211,211,211,2238.500,3953.500
111,0,243,243,243,2568.500,3691.500
112,0,187,187,187,2586.500,3691.500
113,0,231,231,231,2672.500,3997.500
114,0,100,100,100,2856.500,3999.500
115,0,155,155,155,2914.500,3983.500
116,0,217,217,217,2930.500,4169.500
117,0,169,169,169,2674.500,4414.500
118,0,136,136,136,2632.500,4372.500
119,0,235,235,235,2620.500,2637.500
120,0,206,206,206,2572.500,2639.500
121,0,99,99,99,2382.500,2643.500
122,0,173,173,173,2664.500,2469.500
123,0,124,124,124,1780.500,2713.500
124,0,236,236,236,1734.500,2825.500
125,0,223,223,223,1686.500,2817.500
126,0,204,204,204,1582.500,2389.500
127,0,144,144,144,2346.500,2148.500
128,0,244,244,244,1890.500,1790.500
129,0,202,202,202,2750.500,1580.500
130,0,194,194,194,2444.500,1490.500
131,0,235,235,235,5124.500,869.500
132,0,129,129,129,4989.500,1010.500
133,0,188,188,188,5145.500,986.500
134,0,132,132,132,5151.500,950.500
135,0,235,235,235,5232.500,917.500
136,0,115,115,115,5250.500,965.500
137,0,111,111,111,5379.500,1013.500
138,0,106,106,106,5379.500,1055.500
139,0,143,143,143,5700.500,1175.500
140,0,75,75,75,5679.500,1328.500
141,0,71,71,71,5709.500,1310.500
142,0,140,140,140,6033.500,4001.500
143,0,108,108,108,6036.500,4187.500
144,0,166,166,166,6150.500,3605.500
145,0,167,167,167,6132.500,3692.500
146,0,91,91,91,6048.500,3686.500
147,0,142,142,142,6036.500,3848.500
148,0,99,99,99,5985.500,3836.500
149,0,242,242,242,29.500,1397.500
150,0,145,145,145,2900.500,3544.500
151,0,240,240,240,4022.500,2100.500
152,0,233,233,233,4100.500,2103.500
153,0,104,104,104,4139.500,2124.500
154,0,162,162,162,6079.500,3968.500
