 ,Area,Mean,Min,Max,X,Y
1,0,37,37,37,4848.000,4005.000
2,0,38,38,38,4943.500,4154.500
3,0,37,37,37,4685.500,4082.500
4,0,52,52,52,4655.500,3842.500
5,0,40,40,40,4367.500,3818.500
6,0,71,71,71,6773.500,4004.500
7,0,71,71,71,6803.500,3974.500
8,0,36,36,36,6863.500,3944.500
9,0,116,116,116,6941.500,4010.500
10,0,37,37,37,7175.500,3794.500
11,0,68,68,68,7331.500,4016.500
12,0,55,55,55,7475.500,3968.500
13,0,34,34,34,7541.500,3728.500
14,0,43,43,43,6647.500,3608.500
15,0,35,35,35,6461.500,3626.500
16,0,76,76,76,5549.500,3320.500
17,0,54,54,54,3761.500,3074.500
18,0,40,40,40,6791.500,863.500
19,0,32,32,32,353.500,3212.500
20,0,72,72,72,419.500,3206.500
21,0,41,41,41,479.500,3104.500
22,0,38,38,38,503.500,2918.500
23,0,26,26,26,599.500,2882.500
24,0,28,28,28,647.500,3182.500
25,0,23,23,23,653.500,3056.500
26,0,28,28,28,767.500,3002.500
27,0,28,28,28,959.500,2960.500
28,0,46,46,46,7564.500,3185.500
29,0,55,55,55,5965.500,4094.500
30,0,103,103,103,5906.500,2516.500
31,0,58,58,58,5888.500,1286.500
32,0,52,52,52,4607.500,1619.500
