 ,Area,Mean,Min,Max,X,Y
1,0,71,71,71,4624.000,1344.000
2,0,79,79,79,4655.500,1507.500
3,0,85,85,85,4527.500,1587.500
4,0,122,122,122,4583.500,1607.500
5,0,97,97,97,4495.500,1799.500
6,0,106,106,106,4591.500,1807.500
7,0,79,79,79,4619.500,1795.500
8,0,78,78,78,4651.500,1791.500
9,0,141,141,141,3943.500,1895.500
10,0,132,132,132,3916.500,2046.500
11,0,151,151,151,2751.500,3292.500
12,0,100,100,100,2863.500,3628.500
13,0,44,44,44,3111.500,3639.500
14,0,53,53,53,3007.500,3679.500
15,0,51,51,51,2975.500,3783.500
16,0,136,136,136,2983.500,3855.500
17,0,117,117,117,4535.500,3983.500
18,0,63,63,63,4319.500,3519.500
19,0,49,49,49,5279.500,3631.500
20,0,63,63,63,5127.500,3519.500
21,0,84,84,84,155.500,2375.500
22,0,102,102,102,123.500,2411.500
